Id Instructor;Grado Académico;Catálogo;Curso;Nº Clase;Nombre Catalogo;Modo de Enseñanza;Fecha Inicio real;Fecha Fin real;Centro de Costos;Nota final por curso;Competencia Evaluada;Nota competencia por clase;Nota final por clase;Pregunta;Calificación Pregunta;Comentarios;Total Evaluaciones generadas;Evaluaciones realizadas;% de participación;Comentarios_Limpios;Is_Real_Comment;TextBlob_Sentiment;VADER_Sentiment;PCA_1;PCA_2;Cluster
1000094832,0;PREG;PS0304;125598;1391;psicologia general ii;Presencial;2024-01-25;2024-05-23;Depto. de Psicología;4,73;Comentarios;0,0;4,73;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;creatividad en los ejemplos y habla desde su expereincia profesional;31,0;31,0;100,0;creatividad ejemplos habla expereincia profesional;True;Neutral;Neutral;-2,5380087;3,061965;0
1000094832,0;PREG;PS0304;125598;1391;psicologia general ii;Presencial;2024-01-25;2024-05-23;Depto. de Psicología;4,73;Comentarios;0,0;4,73;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;ninguno;31,0;31,0;100,0;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
1000089082,0;PREG;PS0305;125599;1392;analisis inferencial de datos;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,72;Comentarios;0,0;4,73;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Una vez se burló de mi por no saber algo;14,0;14,0;100,0;vez burlo saber;True;Neutral;Neutral;-0,24219507;-4,2522573;1
1000239642,0;PREG;PS0306;125600;0;neuropsicologia;Presencial;2024-01-22;2024-05-20;Depto. de Psicología;4,83;Comentarios;0,0;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Es abierta a escuchar las necesidades de sus estudiantes, es apasionada, excelente actitud.;30,0;30,0;1000,0;abierta escuchar necesidades estudiantes apasionada excelente actitud;True;Neutral;Neutral;-1,739543;-2,6200323;0
1000239642,0;PREG;PS0306;125600;1393;neuropsicologia;Presencial;;2024-05-20;Depto. de Psicología;4,83;Comentarios;0,0;;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Que es mi materia favorita este semestre y he aprendido mucho , gracias profe por tu dedicación;30,0;30,0;100,0;materia favorita semestre aprendido gracias profe dedicacion;True;Neutral;Neutral;-3,7491143;2,4243193;0
1000124375,0;PREG;CS0276;109970;2987;animacion 3d;Presencial;2024-01-22;2024-05-20;Depto. de Comunicación Social;4,37;Comentarios;0,0;4,27;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;;Es necesario entender que no todos los estudiantes tienen acceso a un computador ultimo modelo, se debería poder trabajar desde el portatil que cada estudiante tiene;10,0;10,0;100,0;necesario entender estudiantes acceso computador ultimo modelo deberia poder trabajar portatil cada estudiante;True;Neutral;Neutral;-0,811669;-1,8664122;0
1000124375,0;PREG;CS0276;109970;2987;animacion 3d;Presencial;2024-01-22;2024-05-20;Depto. de Comunicación Social;4,37;Comentarios;0,0;4,27;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;trasmite muy bien el conocimiento y lo domina;10,0;10,0;100,0;trasmite bien conocimiento domina;True;Neutral;Neutral;-1,6039488;-0,8139604;0
1000124375,0;PREG;CS0276;109970;2988;animacion 3d;Presencial;2024-01-25;2024-05-23;Depto. de Comunicación Social;50,0;Comentarios;0,0;4,46;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;El conocimiento del profesor;400,0;18,0;94,74;conocimiento profesor;True;Neutral;Neutral;1,2739476;0,14976823;2
1000067997,0;PREG;CS0275;109969;2990;interaccion humano computador;Presencial;2024-01-23;2024-05-21;Depto. de Comunicación Social;4,84;Comentarios;0,0;4,84;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Muchas veces los temas de las clases son demasiado densos, y a veces no están del todo claras algunas cosas, que es un poco irónico ya que esto  se da porque se ofrece demasiado detalle sobre todo. Muchos temas se explican tanto que es difícil retener alguna de la información.;19,0;18,0;94,74;muchas veces temas clases demasiado densos veces estan claras cosas ironico da ofrece demasiado detalle temas explican dificil retener alguna informacion;True;Neutral;Neutral;-1,6821764;0,07144463;0
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Muy buenas explicaciones, demasiado paciente y es un tema que requiere de esta paciencia para la explicación.;31,0;31,0;1000,0;buenas explicaciones demasiado paciente tema requiere paciencia explicacion;True;Neutral;Neutral;-1,959584;-1,9035957;0
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;La clase es muy dinámica y las actividades evaluativas son de gran ayuda para aprender y entender realmente el tema;31,0;31,0;100,0;clase dinamica actividades evaluativas gran ayuda aprender entender realmente tema;True;Neutral;Neutral;-2,5800383;-0,35832906;0
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;4,98;;0,0;Su actitud;31,0;31,0;100,0;actitud;True;Neutral;Neutral;0,7588547;4,2492824;2
1000038702,0;PREG;PS0308;125602;1400;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;Comentarios;0,0;;u n neltte doñaaundepcueis pnse rMas olfp  a oieetovmeo opeidec l;0,0;Es una profesora increíble;31,0;31,0;;profesora increible;True;Neutral;Neutral;-1,8397105;1,4077009;2
1000038702,0;PREG;PS0308;1317080;0;logica y argumentacion;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,98;;0,0;4,98;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;De las mejores profesoras que he tenido;31,0;31,0;1000,0;mejores profesoras;True;Neutral;Neutral;-0,16678739;-5,913593;2
1000071781,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;4,83;Comentarios;0,0;4,83;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;A veces sus ejemplificaciones del tema no son pertinentes ni necesarias. Da muchas anécdotas que, en ocasiones, no aportan nada para el curso o las temáticas propuestas;33,0;33,0;100,0;veces ejemplificaciones tema pertinentes necesarias da muchas anecdotas ocasiones aportan curso tematicas propuestas;True;Neutral;Neutral;-2,8862958;0,5114373;0
1000071781,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;;Comentarios;;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;sabe comunicar sus conocimientos;33,0;33,0;100,0;sabe comunicar conocimientos;True;Neutral;Neutral;0,35998222;4,383119;2
1000071781,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;4,83;Comentarios;0,0;4,83;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Muchos ejemplos;33,0;33,0;100,0;ejemplos;True;Neutral;Neutral;4,7630033;1,4605881;2
1000071781,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;2024-01-26;2024-05-24;Depto. de Psicología;4,83;Comentarios;0,0;4,83;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;no, me cayo muy bien;33,0;33,0;100,0;cayo bien;True;Neutral;Neutral;0,6474203;-7,2687473;2
1000071781,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;;2024-05-24;Depto. de Psicología;4,83;Comentarios;0,0;4,83;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;La mejor profesora;33,0;33,0;100,0;mejor profesora;True;Neutral;Neutral;-2,7064579;-6,694445;2
10003629300,0;PREG;PS0309;125603;1401;modelos administrativos;Presencial;;2024-05-24;Depto. de Psicología;4,83;Comentarios;0,0;50,0;¿Tienes algún comentario adicional de tu profe o del curso?;;Es de las mejores profesoras que he tenido, una excelente profesora;33,0;33,0;100,0;mejores profesoras excelente profesora;True;Neutral;Neutral;-1,5264621;-5,5362415;2
1000089082,0;PREG;PS0310;125604;1402;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;0,0;;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Hubiera sido interesante hacer todo a lapíz.;33,0;;100,0;sido interesante hacer lapiz;True;Neutral;Neutral;-0,65886104;-3,1910067;2
10003629300,0;PREG;PS0310;125604;1402;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;0,0;4,83;oa astef  pppuuoleecanso oieeeulo dervonmñincln   eedpdas ieM t t;0,0;me parece muy buena profesora, muy centrada y muy buena explicando;;33,0;100,0;parece buena profesora centrada buena explicando;True;Neutral;Neutral;-1,2887477;-0,06915939;0
1000089082,0;PREG;PS0310;125604;1402;psicomet. y pruebas psicomets.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,83;Comentarios;0,0;4,83;;0,0;Tiene dominio y pasión por la asignatura y sus temas;33,0;;100,0;dominio pasion asignatura temas;True;Neutral;Neutral;-2,2989438;7,7772956;0
1000355504,0;PREG;PS0311;125605;1403;teo. y autores en psico. cogn.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,9;Comentarios;0,0;4,9;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;La profesora es bastante amable, promueve un buen ambiente en el aula y siempre responde todas las dudas. Se esfuerza por hacer que las clases sean un espacio seguro y de mucho aprendizaje. Se nota que es una profesora muy preparada y sabe que es lo que enseña. Tiene muy buena comunicación. Hace que las clases sean fáciles de entender.;33,0;33,0;100,0;profesora bastante amable promueve buen ambiente aula siempre responde toda dudas esfuerza hacer clases espacio seguro aprendizaje nota profesora preparada sabe ensena buena comunicacion hace clases faciles entender;True;Neutral;Neutral;-3,173682;2,533092;0
1000355504,0;PREG;PS0311;125605;1403;teo. y autores en psico. cogn.;Presencial;;;Depto. de Psicología;4,9;Comentarios;0,0;4,9;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;La profe nos enseña con una gran pasión, además, demuestra su conocimiento de una forma muy natural, siempre fomentando la confianza y el respeto en el aula. Es una gran profesora, profesional y persona. Es una profe que se vuelve muy cercana, ya que nos da la confianza y la comprensión para cualquier situación que le podamos compartir. Siempre guía a sus estudiantes hacia una ética profesional desde su experiencia en el campo que se desempeña.;33,0;33,0;100,0;profe ensena gran pasion ademas demuestra conocimiento forma natural siempre fomentando confianza respeto aula gran profesora profesional persona profe vuelve cercana da confianza comprension cualquier situacion podamos compartir siempre guia estudiantes hacia etica profesional experiencia campo desempena;True;Neutral;Positive;-2,8575077;1,502185;0
1000355504,0;PREG;PS0311;125605;1403;teo. y autores en psico. cogn.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,9;Comentarios;;4,9;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Muy buena profe, desarrolla la clase de manera amena para que las 3 horas sean de total aprendizaje;400,0;33,0;100,0;buena profe desarrolla clase manera amena horas total aprendizaje;True;Neutral;Neutral;-3,4347875;1,0874997;0
1000355504,0;PREG;PS0311;125605;1403;teo. y autores en psico. cogn.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,9;Comentarios;0,0;4,9;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Da las clases de una forma comprensible y es muy paciente;33,0;350,0;;da clases forma comprensible paciente;True;Neutral;Neutral;-3,8791316;0,29815507;0
1000355504,0;PREG;PS0311;125605;1403;teo. y autores en psico. cogn.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,9;Comentarios;0,0;4,9;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;esta clase no deberia ser una materia complementaria de la carrera de diseño interactivo;33,0;350,0;100,0;clase deberia ser materia complementaria carrera diseno interactivo;True;Neutral;Neutral;-1,383671;1,3202001;0
;PREG;PS0300;125594;1404;historia de la psicologia;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,8;Comentarios;0,0;4,8;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;En algunos casos llegar a ser mas puntual o mas llegado a relacionar los temas tratados en el tema.;25,0;25,0;100,0;casos llegar ser ma puntual ma llegado relacionar temas tratados tema;True;Neutral;Neutral;0,1846588;-0,93613863;0
1000060427,0;PREG;PS0300;125594;1404;historia de la psicologia;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,8;Comentarios;0,0;4,8;;0,0;Puede ser más dinámico al dictar la clase;25,0;25,0;;puede ser ma dinamico dictar clase;True;Neutral;Neutral;-0,4699613;-1,9948952;2
1000060427,0;PREG;PS0300;125594;1404;historia de la psicologia;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,8;Comentarios;;4,8;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Que siempre esta dispuesto a que comprendamos lo temas de la mejor manera y esta dispuesto a responder preguntas.;25,0;25,0;100,0;siempre dispuesto comprendamos temas mejor manera dispuesto responder preguntas;True;Neutral;Neutral;-0,67529213;-2,9087691;0
1000060427,0;PREG;PS0300;125594;1404;historia de la psicologia;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,8;Comentarios;0,0;4,8;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Bastante abierto a escuchar opiniones;25,0;;100,0;bastante abierto escuchar opiniones;True;Neutral;Neutral;-0,27740294;-5,1574173;2
10003629300,0;PREG;PS0300;125594;1404;historia de la psicologia;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,8;Comentarios;0,0;4,8;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Hace de la clase un espacio ameno;25,0;;100,0;hace clase espacio ameno;True;Neutral;Neutral;-3,6289546;1,11736;0
10003629300,0;PREG;PS0312;125606;1405;fundamentos antropo. y socio.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;;Comentarios;0,0;;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;no me gusta la metodologia de enseñanza y calificación;36,0;35,0;97,22;gusta metodologia ensenanza calificacion;True;Neutral;Neutral;-2,9756763;4,6548276;0
1000076508,0;PREG;PS0312;125606;1405;fundamentos antropo. y socio.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,52;Comentarios;0,0;4,52;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Se debería de realizar una retroalimentación al final de la clase la cual se dé por escrito para resumir lo discutido en clase y el texto abordado ese día.;36,0;35,0;1000,0;deberia realizar retroalimentacion final clase escrito resumir discutido clase texto abordado dia;True;Neutral;Neutral;-2,5926578;1,5115987;0
1000076508,0;PREG;PS0312;125606;1405;fundamentos antropo. y socio.;Presencial;2024-01-24;2024-05-22;Depto. de Psicología;4,52;Comentarios;0,0;4,52;aú?prndocdn ic usnTeioe dg u lfeesa rlico tan eoa torml¿oie;0,0;Gracias profe por todo tu conocimiento, por hacerme querer tanto a la antropología y darme cuenta que la sociología es algo muy bonito y complejo, por devolverme el amor a la lectura con los textos, y complementos <3;36,0;35,0;97,22;gracias profe conocimiento hacerme querer antropologia darme cuenta sociologia bonito complejo devolverme amor lectura textos complementos;True;Neutral;Positive;-1,2474294;1,4575361;0
;PREG;PS0313;125607;1407;psicologia evolutiva;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,36;Comentarios;0,0;4,36;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;La dinámica de las clases es muy aburrida pero no por la temática de la clase sino por como la profesora la da, hace la clase muy aburrida, en las exposiciones no nos deja darlas a nosotros sino que ella interrumpe cada vez que quiere, no es necesario ir a la clase porque es ir a perder el tiempo, uno fácilmente puede solo leerse el texto y ya. Debería cambiar su método de llevar la materia, esas impresiones son una pérdida de tiempo, en fin si son 10 personas las que van a su clase es mucho, deberían cambiar de profe porque en realidad los temas de la materia son muy interesantes pero la forma en la que la profe la da no es la mejor;29,0;;93,1;dinamica clases aburrida tematica clase sino profesora da hace clase aburrida exposiciones deja darlas sino interrumpe cada vez quiere necesario ir clase ir perder tiempo facilmente puede solo leerse texto deberia cambiar metodo llevar materia impresiones perdida tiempo fin si persona van clase deberian cambiar profe realidad temas materia interesantes forma profe da mejor;True;Neutral;Neutral;-2,4799657;1,285865;0
1000076508,0;PREG;PS0313;125607;1407;psicologia evolutiva;Presencial;;2024-05-21;Depto. de Psicología;4,36;Comentarios;0,0;4,36;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Depronto revisar cómo hacer la clase un poco más atractiva o no sé porque a veces la asistencia era baja;29,0;27,0;93,1;depronto revisar hacer clase ma atractiva veces asistencia baja;True;Neutral;Neutral;-1,8019772;0,88316786;0
1000076508,0;PREG;PS0313;125607;1407;psicologia evolutiva;Presencial;2024-01-23;;Depto. de Psicología;4,36;Comentarios;0,0;4,36;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;puede que cambiando la metodología de su clase la gente vaya más;;27,0;93,1;puede cambiando metodologia clase gente vaya ma;True;Neutral;Neutral;-1,1916077;2,5762053;0
1000076508,0;PREG;PS0313;125607;1407;psicologia evolutiva;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,36;Comentarios;0,0;4,36;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;;Ninguno;400,0;27,0;93,1;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
10003629300,0;PREG;PS0313;125607;1407;psicologia evolutiva;Presencial;2024-01-23;;Depto. de Psicología;4,36;Comentarios;0,0;4,36;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Muy interesante el contenido;29,0;27,0;93,1;interesante contenido;True;Neutral;Neutral;0,05199039;-8,161511;2
1000076508,0;PREG;PS0313;125607;0;psicologia evolutiva;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,36;Comentarios;0,0;;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;Siempre es la misma metodología, así que se vuelve monótona;;27,0;93,1;siempre misma metodologia asi vuelve monotona;True;Neutral;Neutral;-2,725109;1,9844729;2
1000012097,0;PREG;CS0275;109969;64620;interaccion humano computador;Presencial;2024-01-26;2024-05-24;Depto. de Comunicación Social;4,89;Comentarios;0,0;4,92;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Ninguno.;16,0;14,0;;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
10003629300,0;PREG;CS0277;109971;2994;programacion creativa;Presencial;2024-01-24;2024-05-22;Depto. de Comunicación Social;4,93;Comentarios;0,0;4,91;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;El profe es genial, es muy tierno, amigable y teso, sabe mucho del tema y lo sabe transmitir. Se preocupa mucho por el proceso de cada estudiante y siempre estaba más que dispuesto a ayudar.;16,0;16,0;100,0;profe genial tierno amigable teso sabe tema sabe transmitir preocupa proceso cada estudiante siempre ma dispuesto ayudar;True;Neutral;Positive;-1,8322277;-1,1019933;0
1000231285,0;PREG;CS0277;109971;2994;programacion creativa;Presencial;2024-01-24;2024-05-22;Depto. de Comunicación Social;4,93;Comentarios;0,0;;Menciona un aspecto positivo del desempeño de tu profe en el aula;;excelente la profe trata de fomentar la mejora;16,0;16,0;100,0;excelente profe trata fomentar mejora;True;Neutral;Neutral;-1,3661133;0,17252958;0
1000231285,0;PREG;CS0277;109971;2994;programacion creativa;Presencial;2024-01-24;2024-05-22;Depto. de Comunicación Social;4,93;Comentarios;0,0;4,91;¿Tienes algún comentario adicional de tu profe o del curso?;0,0;El curso me gustó mucho, pese a contener la parte técnica de la programación era muy tranquilo, divertido y creativo, se fomentaba mucho el arte.;16,0;;100,0;curso gusto pese contener parte tecnica programacion tranquilo divertido creativo fomentaba arte;True;Neutral;Neutral;-2,9770322;-0,6423857;0
1000231285,0;PREG;CS0277;109971;2995;programacion creativa;Presencial;2024-01-22;2024-05-20;Depto. de Comunicación Social;4,93;Comentarios;0,0;4,94;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Hace la clase muy amena;14,0;13,0;92,86;hace clase amena;True;Neutral;Neutral;-2,2935405;2,3936977;2
1000082789,0;PREG;HL0356;115478;3441;historia de colombia;Presencial;2024-01-22;2024-05-20;Depto. de Humanidades;50,0;Comentarios;;50,0;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;NInguno;20,0;18,0;90,0;ninguno;True;Neutral;Neutral;22,571293;0,899264;1
1000082789,0;PREG;HL0356;115478;3441;historia de colombia;Presencial;2024-01-22;2024-05-20;Depto. de Humanidades;4,77;Comentarios;;4,77;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Dar breaks en medio de la clase, ya que es demasiada teoría para procesar en 3 horas;20,0;18,0;90,0;dar break medio clase demasiada teoria procesar horas;True;Neutral;Neutral;-1,86819;0,9237822;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;;Depto. de Psicología;4,5;Comentarios;0,0;4,5;Menciona un aspecto a mejorar del desempeño de tu profe en el aula;0,0;Manejo de la tecnologia;32,0;32,0;100,0;manejo tecnologia;True;Neutral;Neutral;-1,036298;5,9998655;0
1000342196,0;PREG;PS0307;125601;64620;teo. y autor. en psico. human.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;f s epme   aoauo  oceterdpene nllruencteam laoi Marsd ñdne opeujae;0,0;a pesar de lo anterior, siento que podría transmitir todo ese conocimiento de una mejor forma utilizando diferentes métodos para el aprendizaje del curso.;32,0;32,0;;pesar anterior siento podria transmitir conocimiento mejor forma utilizando diferentes metodos aprendizaje curso;True;Neutral;Neutral;-1,2775848;-2,7535212;0
1000342196,0;PREG;PS0307;125601;0;euaoh.y. coautn  .mn.etrpi os;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;La docente fomenta el dinamismo y autonomía en los estudiantes en el aprendizaje, acompañandonos en el proceso para que entendamos de forma correcta los temas de la clase;32,0;350,0;100,0;docente fomenta dinamismo autonomia estudiantes aprendizaje acompanandonos proceso entendamos forma correcta temas clase;True;Neutral;Neutral;-3,8582056;3,0178857;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5;Menciona un aspecto positivo del desempeño de tu profe en el aula;;Respetuosa;32,0;32,0;100,0;respetuosa;True;Neutral;Neutral;0,92596424;-2,6541748;2
1000342196,0;PREG;PS0307;125601;0;teo. y autor. en psico. human.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;0,0;4,5; aestu dntpl e aeei ticsñsnapdlooernfe  aodoulepniemu vopM  coee ;0,0;el animo;;32,0;100,0;animo;True;Neutral;Neutral;-0,014342248;-2,3187048;2
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;2024-05-21;Depto. de Psicología;4,5;Comentarios;;4,5;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Es una persona con una experiencia y conocimientos muy amplios.;32,0;32,0;;persona experiencia conocimientos amplios;True;Neutral;Neutral;-0,44824052;1,3319134;0
1000342196,0;PREG;PS0307;125601;1399;teo. y autor. en psico. human.;Presencial;2024-01-23;;Depto. de Psicología;4,5;Comentarios;0,0;4,5;Menciona un aspecto positivo del desempeño de tu profe en el aula;0,0;Es muy buena gente;32,0;32,0;100,0;buena gente;True;Neutral;Neutral;1,3479216;-0,43261153;2
